Name,Genre,Platform,Publisher,Global_Sales
"WarioWare, Inc.: Mega MicroGame$",Puzzle,GBA,Nintendo,1.23
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,GBA,THQ,1.23
Championship Manager 03/04,Sports,PC,Eidos Interactive,1.26
MTV Celebrity Deathmatch,Fighting,PS2,Gotham Games,0.76
EyeToy Play,Misc,PS2,Sony Computer Entertainment,4.2
Lara Croft Tomb Raider: The Angel of Darkness,Action,PS2,Eidos Interactive,1.25
The Sims: Bustin' Out,Simulation,XB,Electronic Arts,0.56
The Lord of the Rings: The Return of the King,Action,GBA,Electronic Arts,0.56
Cabela's Deer Hunt: 2004 Season,Sports,PS2,Activision Value,0.76
Final Fantasy: Crystal Chronicles,Role-Playing,GC,Nintendo,1.49
WWE SmackDown! Here Comes the Pain,Fighting,PS2,THQ,2.8
The Incredible Hulk,Action,GBA,Universal Interactive,0.56
J-League Pro Soccer Club o Tsukurou! 3,Sports,PS2,Sega,0.52
SoulCalibur II,Fighting,GC,Namco Bandai Games,1.5
Freedom Fighters,Shooter,PS2,Electronic Arts,0.52
Mario Golf: Toadstool Tour,Sports,GC,Nintendo,1.53
Finding Nemo,Action,GBA,THQ,2.82
True Crime: Streets of LA,Action,GC,Activision,0.56
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Misc,PS,Sony Computer Entertainment,1.23
Dragon Ball Z: Budokai,Fighting,GC,Atari,0.69
Conflict: Desert Storm II - Back to Bagdhad,Shooter,PS2,SCi,0.77
Sonic Heroes,Platform,XB,Sega,0.9
The Fairly Odd Parents: Breakin' Da Rules,Platform,GBA,THQ,0.54
Mobile Suit Z Gundam: AEUG vs. Titans,Fighting,PS2,Namco Bandai Games,0.63
SoulCalibur II,Fighting,PS2,Namco Bandai Games,2.06
NBA Live 2004,Sports,PS2,Electronic Arts,2.03
SpongeBob SquarePants: Battle for Bikini Bottom,Platform,GC,THQ,0.95
Crash Nitro Kart,Racing,PS2,Vivendi Games,1.95
Castlevania: Lament of Innocence,Action,PS2,Konami Digital Entertainment,0.94
Donkey Kong Country,Platform,GBA,Nintendo,2.04
NHL 2004,Sports,PS2,Electronic Arts,0.97
Hot Shots Golf Fore!,Sports,PS2,Sony Computer Entertainment,0.94
Devil May Cry 2,Action,PS2,Capcom,1.97
Fire Emblem,Strategy,GBA,Nintendo,0.97
Starsky & Hutch,Racing,PS2,Empire Interactive,0.92
Tiger Woods PGA Tour 2004,Sports,XB,Electronic Arts,0.62
The Sims: Makin' Magic,Simulation,PC,Electronic Arts,1.92
Mario Party 5,Misc,GC,Nintendo,2.08
Downhill Domination,Racing,PS2,Codemasters,0.47
Tokyo Xtreme Racer 3,Racing,PS2,Genki,0.91
Teenage Mutant Ninja Turtles,Action,GBA,Unknown,0.93
Colin McRae Rally 04,Racing,PS2,Codemasters,0.94
Def Jam Vendetta,Fighting,PS2,Electronic Arts,1.94
Teenage Mutant Ninja Turtles,Action,PS2,Konami Digital Entertainment,0.92
NBA Street Vol. 2,Sports,PS2,Electronic Arts,1.95
Viewtiful Joe,Action,GC,Capcom,0.62
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Misc,GBA,Konami Digital Entertainment,0.95
Prince of Persia: The Sands of Time,Action,XB,Ubisoft,0.94
Pac-Man Player's Choice Bundle,Misc,GC,Namco Bandai Games,0.62
Golden Nugget Casino,Misc,GBA,Majesco Entertainment,0.25
Star Wars: Battlefront,Shooter,PC,LucasArts,0.2
Bad Boys: Miami Takedown,Shooter,PS2,Empire Interactive,1.15
ESPN NBA 2K5,Sports,PS2,Global Star,1.59
Doom 3,Shooter,PC,Activision,0.1
The Urbz: Sims in the City,Simulation,GBA,Electronic Arts,0.62
Spyro: A Hero's Tail,Platform,GC,Vivendi Games,0.29
Lilo & Stitch 2: Hämsterviel Havoc,Action,GBA,Disney Interactive Studios,0.38
Scooby-Doo 2: Monsters Unleashed,Action,GBA,THQ,0.71
Yu-Gi-Oh! Destiny Board Traveler,Misc,GBA,Konami Digital Entertainment,0.45
Midway Arcade Treasures 2,Misc,PS2,Midway Games,0.68
FlatOut,Racing,PS2,Empire Interactive,0.38
Burnout 3: Takedown,Racing,XB,Electronic Arts,1.31
Magna Carta: Tears of Blood,Role-Playing,PS2,505 Games,0.22
Fight Night Round 2004,Fighting,XB,Electronic Arts,0.67
MTX Mototrax,Racing,PS2,Activision,0.26
NBA Live 2005,Sports,PS2,Electronic Arts,2.59
Leisure Suit Larry: Magna Cum Laude,Adventure,XB,Vivendi Games,0.17
Hot Wheels: Stunt Track Challenge,Racing,XB,THQ,0.1
Zoo Keeper,Puzzle,DS,Ignition Entertainment,0.17
Sega Superstars,Misc,PS2,Sega,0.17
Ape Escape Academy,Misc,PSP,Sony Computer Entertainment,0.33
World Soccer Winning Eleven 8 International,Sports,PS2,Konami Digital Entertainment,3.85
Daigasso! Band Brothers,Misc,DS,Nintendo,0.19
Hitman: Contracts,Shooter,PS2,Eidos Interactive,0.8
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,GBA,THQ,0.5
World Tour Soccer 2006,Sports,PS2,Sony Computer Entertainment,0.17
Prince of Persia: Warrior Within,Action,XB,Ubisoft,0.8
Mario vs. Donkey Kong,Puzzle,GBA,Nintendo,1.17
Power Rangers: Dino Thunder,Action,PS2,THQ,0.71
The Urbz: Sims In the City (US weekly sales),Simulation,DS,Electronic Arts,0.29
Disney's Home on the Range,Action,GBA,Disney Interactive Studios,0.17
EyeToy Play 2,Misc,PS2,Sony Computer Entertainment,0.38
Final Fantasy XI: Chains of Promathia,Role-Playing,PS2,Square Enix,0.25
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Misc,GBA,Nintendo,0.17
Codename: Kids Next Door: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.17
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,GC,Electronic Arts,0.2
ESPN NBA 2K5,Sports,XB,Global Star,0.95
Mahjong Fight Club,Misc,PSP,Konami Digital Entertainment,0.17
Silent Scope Complete,Shooter,XB,Konami Digital Entertainment,0.1
Harry Potter and the Prisoner of Azkaban,Action,GC,Electronic Arts,0.38
The Dukes of Hazzard: Return of the General Lee,Racing,PS2,Ubisoft,0.21
Dragon Ball GT: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.17
Tom Clancy's Classic Trilogy,Shooter,XB,Ubisoft,0.1
Crash 'N' Burn,Racing,PS2,Eidos Interactive,0.21
Psi-Ops: The Mindgate Conspiracy,Shooter,PS2,Midway Games,0.29
Gyakuten Saiban 3,Adventure,GBA,Capcom,0.17
Feel the Magic XY/XX,Puzzle,DS,Sega,0.29
Van Helsing,Action,GBA,Activision,0.1
Final Fantasy X-2: International + Last Mission,Role-Playing,PS2,Square Enix,0.29
SNK vs. Capcom: SVC Chaos,Fighting,XB,Ignition Entertainment,0.1
Alien Hominid,Shooter,PS2,Zoo Digital Publishing,0.1
Scooby-Doo! Mystery Mayhem,Action,GC,THQ,0.22
NBA Ballers,Sports,XB,Midway Games,0.51
Tom Clancy's Ghost Recon: Jungle Storm,Shooter,PS2,Ubisoft,1.16
Terminator 3: The Redemption,Shooter,PS2,Atari,0.17
Fight Night 2004,Fighting,XB,Electronic Arts,0.68
Blitz: The League,Sports,XB,Midway Games,0.53
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.17
Dragon Ball Z: Supersonic Warriors,Fighting,GBA,Atari,0.51
The Bard's Tale,Role-Playing,XB,Ubisoft,0.1
Catwoman,Action,PS2,Electronic Arts,0.17
ESPN NFL 2K5,Sports,PS2,Sega,2.62
Silent Hill 4: The Room,Action,PS2,Konami Digital Entertainment,0.51
Colin McRae Rally 04,Racing,XB,Codemasters,0.1
Metal Gear Solid: The Twin Snakes,Action,GC,Konami Digital Entertainment,0.47
FlatOut,Racing,XB,Empire Interactive,0.17
Godzilla: Save the Earth,Fighting,PS2,Atari,0.47
Spider-Man 2,Action,XB,Activision,1.12
Prince of Persia: Warrior Within,Action,PS2,Ubisoft,1.64
Fight Club,Fighting,XB,Vivendi Games,0.11
Disney Channel Collection Vol. 1,Misc,GBA,Unknown,0.11
Donkey Konga 2,Misc,GC,Nintendo,0.39
Galactic Wrestling: Featuring Ultimate Muscle,Fighting,PS2,Namco Bandai Games,0.22
Monster Hunter,Role-Playing,PS2,Capcom,0.5
ESPN NFL 2K5,Sports,XB,Sega,1.63
Jampack Volume 11,Misc,PS2,Sony Computer Entertainment,0.53
The Lord of the Rings: The Third Age,Role-Playing,PS2,Electronic Arts,0.58
Midway Arcade Treasures 2,Misc,GC,Midway Games,0.16
Mega Man Zero 3,Platform,GBA,Capcom,0.22
Tiger Woods PGA Tour 2005,Sports,PS2,Electronic Arts,1.44
NCAA Football 2005,Sports,PS2,Electronic Arts,1.62
FIFA Soccer 2005,Sports,PS2,Electronic Arts,3.7
Classic NES Series: Castlevania,Platform,GBA,Nintendo,0.33
Mario Party 6,Misc,GC,Nintendo,1.65
Rumble Roses,Fighting,PS2,Konami Digital Entertainment,0.39
Hot Wheels: Stunt Track Challenge,Racing,GBA,THQ,0.45
RollerCoaster Tycoon 3,Strategy,PC,Atari,0.28
Dragon Quest V: Tenkuu no Hanayome,Role-Playing,PS2,Enix Corporation,1.65
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,GC,THQ,0.28
Conflict: Vietnam,Shooter,XB,SCi,0.22
Time Crisis: Crisis Zone,Shooter,PS2,Namco Bandai Games,0.22
Classic NES Series: Excitebike,Racing,GBA,Nintendo,0.25
NCAA March Madness 2005,Sports,XB,Electronic Arts,0.28
Kirby & the Amazing Mirror,Platform,GBA,Nintendo,1.64
Hamtaro: Ham-Ham Games,Sports,GBA,Nintendo,0.22
Backyard Wrestling 2: There Goes the Neighborhood,Fighting,PS2,Eidos Interactive,0.28
Mortal Kombat: Deception,Fighting,PS2,Midway Games,1.88
Tony Hawk's Underground 2,Sports,GC,Activision,0.5
Madden NFL 2005,Sports,GBA,Electronic Arts,0.39
Nicktoons Collection: Game Boy Advance Video Volume 2,Misc,GBA,Unknown,0.22
Godzilla: Save the Earth,Fighting,XB,Atari,0.14
NCAA March Madness 2005,Sports,PS2,Electronic Arts,0.53
Conflict: Vietnam,Shooter,PS2,SCi,0.53
Xenosaga Episode II: Jenseits von Gut und Böse,Role-Playing,PS2,Sony Computer Entertainment,0.58
Shrek 2: Beg for Mercy,Adventure,GBA,Activision,0.58
World Tour Soccer 2005,Sports,PS2,Sony Computer Entertainment,0.16
Harry Potter and the Prisoner of Azkaban,Action,XB,Electronic Arts,0.19
Viewtiful Joe 2,Action,GC,Capcom,0.22
The Incredibles,Action,GBA,THQ,2.06
Need for Speed Underground 2,Racing,GC,Electronic Arts,1.14
Tom Clancy's Rainbow Six 3,Shooter,PS2,Ubisoft,0.81
Rome: Total War,Strategy,PC,Activision,0.1
2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,XB,Sega,0.53
Riviera: The Promised Land,Role-Playing,GBA,Sting,0.1
Top Gun: Combat Zones,Simulation,GBA,Mastiff,0.1
Thief: Deadly Shadows,Action,XB,Eidos Interactive,0.17
Doko Demo Issho,Misc,PSP,Sony Computer Entertainment,0.1
Dogz,Simulation,GBA,Ubisoft,0.63
Shellshock: Nam '67,Shooter,XB,Eidos Interactive,0.22
NFL Street 2,Sports,PS2,Electronic Arts,1.61
Ratchet & Clank: Up Your Arsenal,Platform,PS2,Sony Computer Entertainment,2.57
Super Robot Taisen MX,Strategy,PS2,Banpresto,0.5
Dragon Quest VIII: Journey of the Cursed King,Role-Playing,PS2,Square Enix,5.21
Tak 2: The Staff of Dreams,Platform,GC,THQ,0.33
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,PS2,THQ,0.5
Tenchu: Fatal Shadows,Action,PS2,Sega,0.19
Duel Masters: Kaijudo Showdown,Misc,GBA,Atari,0.22
Viewtiful Joe,Action,PS2,Capcom,0.28
The Lord of the Rings: The Third Age,Role-Playing,GBA,Electronic Arts,0.22
Tom Clancy's Rainbow Six 3: Black Arrow,Shooter,XB,Ubisoft,1.13
Dead or Alive Ultimate,Fighting,XB,Tecmo Koei,0.5
ESPN College Hoops 2K5,Sports,XB,Sega,0.38
F/A-18F Super Hornet,Simulation,GBA,Majesco Entertainment,0.28
The Suffering,Action,XB,Midway Games,0.22
Fear Factor: Unleashed,Action,GBA,Hip Interactive,0.14
King Arthur,Action,PS2,Konami Digital Entertainment,0.13
Spider-Man 2,Action,DS,Activision,0.5
Metal Slug 3,Shooter,XB,Ignition Entertainment,0.1
SpongeBob SquarePants: Game Boy Advance Video Volume 2,Misc,GBA,Unknown,0.53
Motocross Mania 3,Racing,PS2,Take-Two Interactive,0.1
Strike Force Bowling,Sports,PS2,Play It,0.62
The Legend of Zelda: Four Swords Adventures,Action,GC,Nintendo,0.81
World Championship Poker,Misc,XB,Crave Entertainment,0.51
Fable,Role-Playing,XB,Microsoft Game Studios,2.66
Ninja Gaiden,Action,XB,Microsoft Game Studios,1.23
Saturday Night Speedway,Racing,PS2,Play It,0.2
NASCAR 2005: Chase for the Cup,Racing,XB,Electronic Arts,0.45
Fight Club,Fighting,PS2,Vivendi Games,0.18
Pokemon Dash,Racing,DS,Nintendo,0.77
The SpongeBob SquarePants Movie,Platform,GC,THQ,0.94
Classic NES Series: Zelda II: The Adventure of Link,Adventure,GBA,Nintendo,0.7
Showdown: Legends of Wrestling,Fighting,PS2,Acclaim Entertainment,0.3
X-Men Legends,Role-Playing,GC,Activision,0.53
Harvest Moon: A Wonderful Life Special Edition,Simulation,PS2,505 Games,0.18
Metal Gear Solid 3: Snake Eater,Action,PS2,Konami Digital Entertainment,4.23
Silent Hill 4: The Room,Action,XB,Konami Digital Entertainment,0.18
Outlaw Golf 2,Sports,PS2,Global Star,0.35
X-Men Legends,Role-Playing,PS2,Activision,1.93
Ms. Pac-Man Maze Madness,Puzzle,GBA,Zoo Digital Publishing,0.56
Hitman: Contracts,Shooter,XB,Eidos Interactive,0.34
Tak 2: The Staff of Dreams,Platform,GBA,THQ,0.46
Driv3r,Racing,PS2,Atari,1.23
Killzone,Shooter,PS2,Sony Computer Entertainment,0.94
Rapala Pro Fishing,Sports,PS2,Zoo Digital Publishing,0.36
J-League Pro Soccer Club o Tsukurou '04,Sports,PS2,Sega,0.36
UFC: Sudden Impact,Fighting,PS2,Global Star,0.18
Shark Tale,Action,GC,Activision,0.3
Harry Potter and the Prisoner of Azkaban,Action,GBA,Electronic Arts,0.52
Mario Pinball Land,Misc,GBA,Nintendo,0.69
All Grown Up! Express Yourself,Misc,GBA,THQ,0.18
Finding Nemo: The Continuing Adventures,Action,GBA,THQ,0.3
Famicom Mini: Ganbare Goemon! Karakuri Douchuu,Platform,GBA,Konami Digital Entertainment,0.21
The Urbz: Sims in the City,Simulation,XB,Electronic Arts,0.34
Unreal II: The Awakening,Shooter,XB,Atari,0.21
Chessmaster,Misc,XB,Ubisoft,0.13
Lemony Snicket's A Series of Unfortunate Events,Platform,PS2,Activision,0.64
Ape Escape Academy (jp sales),Misc,PSP,Sony Computer Entertainment,0.14
The Sims 2,Simulation,PC,Electronic Arts,0.3
Classic NES Series: Ice Climber,Platform,GBA,Nintendo,0.34
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,Misc,GBA,Nintendo,0.18
Fight Night 2004,Fighting,PS2,Electronic Arts,1.48
Tak 2: The Staff of Dreams,Platform,XB,THQ,0.13
NFL Street,Sports,GC,Electronic Arts,0.35
Beyblade G-Revolution,Action,GBA,Atari,0.2
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,XB,Ubisoft,1.48
Crash City Mayhem,Racing,GBA,THQ,0.93
Grand Theft Auto: San Andreas,Action,PS2,Take-Two Interactive,20.81
Capcom Fighting Evolution,Fighting,PS2,Capcom,0.2
Syphon Filter: The Omega Strain,Shooter,PS2,Sony Computer Entertainment,0.76
Jet Li: Rise to Honor,Action,PS2,Sony Computer Entertainment,1.27
That's So Raven,Adventure,GBA,Disney Interactive Studios,0.76
Mortal Kombat: Deception,Fighting,XB,Midway Games,0.76
Madden NFL 2005,Sports,GC,Electronic Arts,0.7
Vietcong: Purple Haze,Shooter,PS2,Gathering of Developers,0.18
Call of Duty: Finest Hour,Shooter,PS2,Activision,2.89
Bad Boys: Miami Takedown,Shooter,XB,Empire Interactive,0.18
Mega Man X: Command Mission,Role-Playing,PS2,Capcom,0.18
Classic NES Series: Dr. Mario,Puzzle,GBA,Nintendo,0.56
The Fairly Odd Parents: Shadow Showdown,Platform,GBA,THQ,0.34
Tom Clancy's Splinter Cell: Pandora Tomorrow,Action,PS2,Ubisoft,1.25
Mafia,Action,PS2,Illusion Softworks,0.7
SpongeBob SquarePants: Game Boy Advance Video Volume 3,Misc,GBA,Unknown,0.21
Dragon Ball Z: Budokai 3,Fighting,PS2,Atari,1.94
Driv3r,Racing,XB,Atari,0.76
Champions of Norrath,Role-Playing,PS2,Sony Online Entertainment,1.28
MLB SlugFest Loaded,Sports,PS2,Midway Games,0.3
Yu-Gi-Oh! World Championship Tournament 2004,Misc,GBA,Konami Digital Entertainment,0.56
Cabela's Big Game Hunter 2005 Adventures,Sports,PS2,Activision,0.56
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Adventure,PS2,Disney Interactive Studios,0.34
Outlaw Golf 2,Sports,XB,Global Star,0.21
The SpongeBob SquarePants Movie,Platform,GBA,THQ,1.46
Cabela's Big Game Hunter 2005 Adventures,Sports,XB,Activision,0.18
Sonic Mega Collection Plus,Misc,PS2,Sega,2.9
The Fairly Odd Parents: Shadow Showdown,Platform,PS2,THQ,0.35
Donkey Kong Country 2,Platform,GBA,Nintendo,1.23
WWE Survivor Series,Fighting,GBA,THQ,0.13
Midway Arcade Treasures 2,Misc,XB,Midway Games,0.31
Custom Robo,Role-Playing,GC,Nintendo,0.37
Mega Man X8,Platform,PS2,Capcom,0.29
Baldur's Gate: Dark Alliance II,Role-Playing,XB,Acclaim Entertainment,0.26
The Bard's Tale,Role-Playing,PS2,Ubisoft,0.21
Classic NES Series: Pac-Man,Puzzle,GBA,Nintendo,0.46
Guilty Gear Isuka,Fighting,PS2,505 Games,0.1
MVP Baseball 2004,Sports,GC,Electronic Arts,0.26
NCAA Football 2005,Sports,XB,Electronic Arts,0.68
Gretzky NHL 2005,Sports,PS2,Sony Computer Entertainment,0.17
Jikkyou Powerful Pro Yakyuu 11,Sports,GC,Konami Digital Entertainment,0.1
Naruto: Ultimate Ninja 2,Fighting,PS2,Namco Bandai Games,0.57
Shaman King: Power of Spirit,Adventure,PS2,Konami Digital Entertainment,0.13
Shark Tale,Action,PS2,Activision,0.75
Pikmin 2,Strategy,GC,Nintendo,1.2
Famicom Mini: Mappy,Platform,GBA,Nintendo,0.1
The Lord of the Rings: The Third Age,Role-Playing,GC,Electronic Arts,0.29
Final Fantasy I & II: Dawn of Souls,Role-Playing,GBA,Nintendo,1.19
Lumines: Puzzle Fusion,Puzzle,PSP,Ubisoft,1.11
Rocky: Legends,Action,XB,Ubisoft,0.1
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Adventure,GBA,Nintendo,0.1
Thomas the Tank Engine & Friends,Adventure,GBA,Unknown,0.19
ATV Offroad Fury 3,Racing,PS2,SouthPeak Games,1.2
The Guy Game,Misc,PS2,Gathering of Developers,0.13
Star Trek: Shattered Universe,Simulation,PS2,Global Star,0.1
Cabela's Deer Hunt 2005 Season,Sports,PS2,Activision,0.37
Spyro Orange: The Cortex Conspiracy,Action,GBA,Vivendi Games,0.57
MTX Mototrax,Racing,XB,Activision,0.1
Psi-Ops: The Mindgate Conspiracy,Shooter,XB,Midway Games,0.17
Burnout 3: Takedown,Racing,PS2,Electronic Arts,2.68
Tony Hawk's Underground 2,Sports,XB,Activision,0.75
World Championship Poker,Misc,PS2,Play It,0.95
Red Dead Revolver,Shooter,PS2,Take-Two Interactive,1.45
Pitfall: The Lost Expedition,Platform,PS2,Activision,0.2
Mario Power Tennis,Sports,GC,Nintendo,1.22
Leisure Suit Larry: Magna Cum Laude,Adventure,PS2,Vivendi Games,0.34
Shark Tale,Action,GBA,Activision,0.68
Baldur's Gate: Dark Alliance II,Role-Playing,PS2,Interplay,0.68
Backyard Basketball,Sports,GBA,Atari,0.18
Resident Evil Outbreak File #2,Action,PS2,Capcom,0.57
MechAssault 2: Lone Wolf,Simulation,XB,Microsoft Game Studios,0.36
MX Unleashed,Racing,PS2,THQ,1.92
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,PS2,Electronic Arts,0.53
Madden NFL 2005,Sports,PS2,Electronic Arts,4.53
Transformers,Shooter,PS2,Atari,1.29
World Championship Poker,Misc,GBA,Crave Entertainment,0.17
Tenchu: Return From Darkness,Action,XB,Activision,0.21
Onimusha 3: Demon Siege,Action,PS2,Capcom,1.45
Neo Contra,Shooter,PS2,Konami Digital Entertainment,0.21
Cartoon Network Collection: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.25
NHL 2005,Sports,PS2,Electronic Arts,0.45
GoldenEye: Rogue Agent,Shooter,GC,Electronic Arts,0.36
The Fairly Odd Parents: Shadow Showdown,Platform,GC,THQ,0.2
Dynasty Warriors,Action,PSP,Tecmo Koei,0.51
ESPN MLB Baseball,Sports,PS2,Sega,0.2
Destruction Derby Arenas,Racing,PS2,Sony Computer Entertainment,0.13
Viewtiful Joe 2,Action,PS2,Capcom,0.21
Call of Duty: Finest Hour,Shooter,XB,Activision,1.21
Tak 2: The Staff of Dreams,Platform,PS2,THQ,0.62
Yu-Gi-Oh! The Dawn of Destiny,Strategy,XB,Konami Digital Entertainment,0.31
NCAA Football 2005,Sports,GC,Electronic Arts,0.22
Call of Duty: Finest Hour,Shooter,GC,Activision,0.4
2 Games in 1: Disney Princess & The Lion King,Misc,GBA,THQ,1.75
Shrek 2,Platform,GC,Activision,1.02
ESPN NHL 2K5,Sports,PS2,Global Star,0.88
Ridge Racer DS,Racing,DS,Namco Bandai Games,0.15
ESPN NHL 2K5,Sports,XB,Global Star,0.42
Duel Masters,Strategy,PS2,Atari,0.27
MC Groovz Dance Craze,Misc,GC,Mad Catz,0.2
Strawberry Shortcake: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.15
American Chopper,Racing,PS2,Zoo Digital Publishing,0.42
Van Helsing,Action,PS2,Activision,0.44
Star Wars Trilogy: Apprentice of the Force,Action,GBA,Ubisoft,0.42
Lemony Snicket's A Series of Unfortunate Events,Platform,GBA,Activision,0.42
Star Wars: Battlefront,Shooter,XB,Activision,1.75
Famicom Mini: Super Mario Bros. 2,Platform,GBA,Nintendo,0.42
Famicom Mini: TwinBee,Shooter,GBA,Konami Digital Entertainment,0.12
Shadow Hearts: Covenant,Role-Playing,PS2,Midway Games,0.24
Densetsu no Stafi 3,Platform,GBA,Nintendo,0.24
Harry Potter and the Prisoner of Azkaban,Action,PS2,Electronic Arts,1.02
Crash: Twinsanity,Platform,XB,Vivendi Games,0.15
Sonic Advance 3,Platform,GBA,THQ,1.4
The SpongeBob SquarePants Movie,Platform,PS2,THQ,1.76
Def Jam: Fight for NY,Fighting,PS2,Electronic Arts,1.76
Darkstalkers Chronicle: The Chaos Tower,Fighting,PSP,Capcom,0.15
Dragon Ball Z: Buu's Fury,Action,GBA,Atari,0.61
The Urbz: Sims in the City,Simulation,PS2,Electronic Arts,1.76
The SpongeBob SquarePants Movie,Platform,XB,THQ,0.54
Sonic X: Game Boy Advance Video Volume 1,Misc,GBA,Unknown,0.27
Grand Theft Auto,Action,GBA,Take-Two Interactive,0.24
Metal Gear Ac!d,Strategy,PSP,Konami Digital Entertainment,0.88
Samurai Warriors,Action,PS2,Electronic Arts,1.35
Dora the Explorer: Super Star Adventures,Adventure,GBA,Game Factory,0.24
UEFA Euro 2004: Portugal,Sports,PS2,Electronic Arts,0.14
Prince of Persia: Warrior Within,Action,GC,Ubisoft,0.2
Halo 2,Shooter,XB,Microsoft Game Studios,8.49
Kingdom Under Fire: The Crusaders,Strategy,XB,Deep Silver,0.32
Scooby-Doo! Mystery Mayhem,Action,XB,THQ,0.15
Pokémon: Johto Photo Finish: Game Boy Advance Video,Misc,GBA,Unknown,0.15
Ty the Tasmanian Tiger 2: Bush Rescue,Platform,GBA,Electronic Arts,0.13
Pinball Hall of Fame: The Gottlieb Collection,Misc,PS2,Play It,0.33
Classic NES Series: Donkey Kong,Platform,GBA,Nintendo,0.73
Shadow Ops: Red Mercury,Shooter,XB,Atari,0.15
Street Fighter Anniversary Collection,Fighting,XB,Capcom,0.15
NASCAR 2005: Chase for the Cup,Racing,PS2,Electronic Arts,1.41
Lord of the Rings: The Third Age,Role-Playing,XB,Electronic Arts,0.42
SingStar Party,Misc,PS2,Sony Computer Entertainment,1.35
NFL Street 2,Sports,XB,Electronic Arts,0.48
High Rollers Casino,Misc,PS2,Mud Duck Productions,0.42
Madden NFL 2005,Sports,XB,Electronic Arts,1.72
The Suffering,Action,PS2,Midway Games,0.42
Need for Speed: Porsche Unleashed,Racing,GBA,Zoo Digital Publishing,0.48
Jak 3,Platform,PS2,Sony Computer Entertainment,1.85
Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,XB,Konami Digital Entertainment,0.13
Red Dead Revolver,Shooter,XB,Take-Two Interactive,0.55
Jikkyou Powerful Pro Yakyuu 11,Sports,PS2,Konami Digital Entertainment,0.42
IHRA Professional Drag Racing 2005,Racing,PS2,Bethesda Softworks,0.19
BloodRayne 2,Shooter,XB,THQ,0.15
